id	Pm1	Pm2	Pm3	Pm4
19.9	20	32.15	44.2	64.6
20	20	32.5	45	65
20.1	19.9	32.55	45.4	65
20.2	19.8	32.6	45.8	65
20.3	19.7	32.65	46.2	65
20.4	19.6	32.7	46.6	65
20.5	19.5	32.75	47	65
20.6	19.4	32.8	47.4	65
20.7	19.3	32.85	47.8	65
20.8	19.2	32.9	48.2	65
20.9	19.1	32.95	48.6	65
21	19	33	49	65
21.1	18.9	33.05	49.4	65
21.2	18.8	33.1	49.8	65
21.3	18.7	33.15	50.2	65
21.4	18.6	33.2	50.6	65
21.5	18.5	33.25	51	65
21.6	18.4	33.3	51.4	65
21.7	18.3	33.35	51.8	65
21.8	18.2	33.4	52.2	65
21.9	18.1	33.45	52.6	65
22	18	33.5	53	65
22.1	17.9	33.55	53.4	65
22.2	17.8	33.6	53.8	65
22.3	17.7	33.65	54.2	65
22.4	17.6	33.7	54.6	65
22.5	17.5	33.75	55	65
22.6	17.4	33.8	55.4	65
22.7	17.3	33.85	55.8	65
22.8	17.2	33.9	56.2	65
22.9	17.1	33.95	56.6	65
23	17	34	57	65
23.1	16.9	34.05	57.4	65
23.2	16.8	34.1	57.8	65
23.3	16.7	34.15	58.2	65
23.4	16.6	34.2	58.6	65
23.5	16.5	34.25	59	65
23.6	16.4	34.3	59.4	65
23.7	16.3	34.35	59.8	65
23.8	16.2	34.4	60.2	65
23.9	16.1	34.45	60.6	65
24	16	34.5	61	65
24.1	15.9	34.55	61.4	65
24.2	15.8	34.6	61.8	65
24.3	15.7	34.65	62.2	65
24.4	15.6	34.7	62.6	65
24.5	15.5	34.75	63	65
24.6	15.4	34.8	63.4	65
24.7	15.3	34.85	63.8	65
24.8	15.2	34.9	64.2	65
24.9	15.1	34.95	64.6	65
25	15	35	65	65
25.1	14.8	35	65	65
25.2	14.6	35	65	65
25.3	14.4	35	65	65
25.4	14.2	35	65	65
25.5	14	35	65	65
25.6	13.8	35	65	65
25.7	13.6	35	65	65
25.8	13.4	35	65	65
25.9	13.2	35	65	65
26	13	35	65	65
26.1	12.8	35	65	65
26.2	12.6	35	65	65
26.3	12.4	35	65	65
26.4	12.2	35	65	65
26.5	12	35	65	65
26.6	11.8	35	65	65
26.7	11.6	35	65	65
26.8	11.4	35	65	65
26.9	11.2	35	65	65
27	11	35	65	65
27.1	10.8	35	65	65
27.2	10.6	35	65	65
27.3	10.4	35	65	65
27.4	10.2	35	65	65
27.5	10	35	65	65
27.6	9.8	35	65	65
27.7	9.6	35	65	65
27.8	9.4	35	65	65
27.9	9.2	35	65	65
28	9	35	65	65
28.1	8.8	35	65	65
28.2	8.6	35	65	65
28.3	8.4	35	65	65
28.4	8.2	35	65	65
28.5	8	35	65	65
28.6	7.8	35	65	65
28.7	7.6	35	65	65
28.8	7.4	35	65	65
28.9	7.2	35	65	65
29	7	35	65	65
29.1	6.8	35	65	65
29.2	6.6	35	65	65
29.3	6.4	35	65	65
29.4	6.2	35	65	65
29.5	6	35	65	65
29.6	5.8	35	65	65
29.7	5.6	35	65	65
29.8	5.4	35	65	65
29.9	5.2	35	65	65
30	5	35	65	65
30.1	4.9	34.95	65	64.6
30.2	4.8	34.9	65	64.2
30.3	4.7	34.85	65	63.8
30.4	4.6	34.8	65	63.4
30.5	4.5	34.75	65	63
30.6	4.4	34.7	65	62.6
30.7	4.3	34.65	65	62.2
30.8	4.2	34.6	65	61.8
30.9	4.1	34.55	65	61.4
31	4	34.5	65	61
31.1	3.9	34.45	65	60.6
31.2	3.8	34.4	65	60.2
31.3	3.7	34.35	65	59.8
31.4	3.6	34.3	65	59.4
31.5	3.5	34.25	65	59
31.6	3.4	34.2	65	58.6
31.7	3.3	34.15	65	58.2
31.8	3.2	34.1	65	57.8
31.9	3.1	34.05	65	57.4
32	3	34	65	57
32.1	2.9	33.95	65	56.6
32.2	2.8	33.9	65	56.2
32.3	2.7	33.85	65	55.8
32.4	2.6	33.8	65	55.4
32.5	2.5	33.75	65	55
32.6	2.4	33.7	65	54.6
32.7	2.3	33.65	65	54.2
32.8	2.2	33.6	65	53.8
32.9	2.1	33.55	65	53.4
33	2	33.5	65	53
33.1	1.9	33.45	65	52.6
33.2	1.8	33.4	65	52.2
33.3	1.7	33.35	65	51.8
33.4	1.6	33.3	65	51.4
33.5	1.5	33.25	65	51
33.6	1.4	33.2	65	50.6
33.7	1.3	33.15	65	50.2
33.8	1.2	33.1	65	49.8
33.9	1.1	33.05	65	49.4
34	1	33	65	49
34.1	0.9	32.95	65	48.6
34.2	0.8	32.9	65	48.2
34.3	0.7	32.85	65	47.8
34.4	0.6	32.8	65	47.4
34.5	0.5	32.75	65	47
34.6	0.4	32.7	65	46.6
34.7	0.3	32.65	65	46.2
34.8	0.2	32.6	65	45.8
34.9	0.1	32.55	65	45.4
35	0	32.5	65	45
35.1	0	31.95	64.6	44.2
35.2	0	31.4	64.2	43.4
35.3	0	30.85	63.8	42.6
35.4	0	30.3	63.4	41.8
35.5	0	29.75	63	41
35.6	0	29.2	62.6	40.2
35.7	0	28.65	62.2	39.4
35.8	0	28.1	61.8	38.6
35.9	0	27.55	61.4	37.8
36	0	27	61	37
36.1	0	26.45	60.6	36.2
36.2	0	25.9	60.2	35.4
36.3	0	25.35	59.8	34.6
36.4	0	24.8	59.4	33.8
36.5	0	24.25	59	33
36.6	0	23.7	58.6	32.2
36.7	0	23.15	58.2	31.4
36.8	0	22.6	57.8	30.6
36.9	0	22.05	57.4	29.8
37	0	21.5	57	29
37.1	0	20.95	56.6	28.2
37.2	0	20.4	56.2	27.4
37.3	0	19.85	55.8	26.6
37.4	0	19.3	55.4	25.8
37.5	0	18.75	55	25
37.6	0	18.2	54.6	24.2
37.7	0	17.65	54.2	23.4
37.8	0	17.1	53.8	22.6
37.9	0	16.55	53.4	21.8
38	0	16	53	21
38.1	0	15.45	52.6	20.2
38.2	0	14.9	52.2	19.4
38.3	0	14.35	51.8	18.6
38.4	0	13.8	51.4	17.8
38.5	0	13.25	51	17
38.6	0	12.7	50.6	16.2
38.7	0	12.15	50.2	15.4
38.8	0	11.6	49.8	14.6
38.9	0	11.05	49.4	13.8
39	0	10.5	49	13
39.1	0	9.95	48.6	12.2
39.2	0	9.4	48.2	11.4
39.3	0	8.85	47.8	10.6
39.4	0	8.3	47.4	9.8
39.5	0	7.75	47	9
39.6	0	7.2	46.6	8.2
39.7	0	6.65	46.2	7.4
39.8	0	6.1	45.8	6.6
39.9	0	5.55	45.4	5.8
40	0	5	45	5
40.1	0	4.9	44.2	4.9
40.2	0	4.8	43.4	4.8
40.3	0	4.7	42.6	4.7
40.4	0	4.6	41.8	4.6
40.5	0	4.5	41	4.5
40.6	0	4.4	40.2	4.4
40.7	0	4.3	39.4	4.3
40.8	0	4.2	38.6	4.2
40.9	0	4.1	37.8	4.1
41	0	4	37	4
41.1	0	3.9	36.2	3.9
41.2	0	3.8	35.4	3.8
41.3	0	3.7	34.6	3.7
41.4	0	3.6	33.8	3.6
41.5	0	3.5	33	3.5
41.6	0	3.4	32.2	3.4
41.7	0	3.3	31.4	3.3
41.8	0	3.2	30.6	3.2
41.9	0	3.1	29.8	3.1
42	0	3	29	3
42.1	0	2.9	28.2	2.9
42.2	0	2.8	27.4	2.8
42.3	0	2.7	26.6	2.7
42.4	0	2.6	25.8	2.6
42.5	0	2.5	25	2.5
42.6	0	2.4	24.2	2.4
42.7	0	2.3	23.4	2.3
42.8	0	2.2	22.6	2.2
42.9	0	2.1	21.8	2.1
43	0	2	21	2
43.1	0	1.9	20.2	1.9
43.2	0	1.8	19.4	1.8
43.3	0	1.7	18.6	1.7
43.4	0	1.6	17.8	1.6
43.5	0	1.5	17	1.5
43.6	0	1.4	16.2	1.4
43.7	0	1.3	15.4	1.3
43.8	0	1.2	14.6	1.2
43.9	0	1.1	13.8	1.1
44	0	1	13	1
44.1	0	0.9	12.2	0.9
44.2	0	0.8	11.4	0.8
44.3	0	0.7	10.6	0.7
44.4	0	0.6	9.8	0.6
44.5	0	0.5	9	0.5
44.6	0	0.4	8.2	0.4
44.7	0	0.3	7.4	0.3
44.8	0	0.2	6.6	0.2
44.9	0	0.1	5.8	0.1
