id	Jan	Feb	Mar	April	May	June	Jul	Aug	Sept	Oct	Nov	Dec
55	43.875	101.95	178.1375	282.875	368.125	411.75	396.125	327.75	227.95	132.75	64.45	33.375
55.1	43.36645	101.3519	177.555425	282.43465	367.88495	411.6505	395.96535	327.3995	227.4055	132.1501	63.8921	32.90665
55.2	42.8608	100.7536	176.9732	281.9936	367.6448	411.552	395.8064	327.048	226.86	131.5504	63.3344	32.4416
55.3	42.35805	100.1551	176.390825	281.55185	367.40455	411.4545	395.64815	326.6955	226.3135	130.9509	62.7769	31.97985
55.4	41.8582	99.5564	175.8083	281.1094	367.1642	411.358	395.4906	326.342	225.766	130.3516	62.2196	31.5214
55.5	41.36125	98.9575	175.225625	280.66625	366.92375	411.2625	395.33375	325.9875	225.2175	129.7525	61.6625	31.06625
55.6	40.8672	98.3584	174.6428	280.2224	366.6832	411.168	395.1776	325.632	224.668	129.1536	61.1056	30.6144
55.7	40.37605	97.7591	174.059825	279.77785	366.44255	411.0745	395.02215	325.2755	224.1175	128.5549	60.5489	30.16585
55.8	39.8878	97.1596	173.4767	279.3326	366.2018	410.982	394.8674	324.918	223.566	127.9564	59.9924	29.7206
55.9	39.40245	96.5599	172.893425	278.88665	365.96095	410.8905	394.71335	324.5595	223.0135	127.3581	59.4361	29.27865
56	38.92	95.96	172.31	278.44	365.72	410.8	394.56	324.2	222.46	126.76	58.88	28.84
56.1	38.44045	95.3599	171.726425	277.99265	365.47895	410.7105	394.40735	323.8395	221.9055	126.1621	58.3241	28.40465
56.2	37.9638	94.7596	171.1427	277.5446	365.2378	410.622	394.2554	323.478	221.35	125.5644	57.7684	27.9726
56.3	37.49005	94.1591	170.558825	277.09585	364.99655	410.5345	394.10415	323.1155	220.7935	124.9669	57.2129	27.54385
56.4	37.0192	93.5584	169.9748	276.6464	364.7552	410.448	393.9536	322.752	220.236	124.3696	56.6576	27.1184
56.5	36.55125	92.9575	169.390625	276.19625	364.51375	410.3625	393.80375	322.3875	219.6775	123.7725	56.1025	26.69625
56.6	36.0862	92.3564	168.8063	275.7454	364.2722	410.278	393.6546	322.022	219.118	123.1756	55.5476	26.2774
56.7	35.62405	91.7551	168.221825	275.29385	364.03055	410.1945	393.50615	321.6555	218.5575	122.5789	54.9929	25.86185
56.8	35.1648	91.1536	167.6372	274.8416	363.7888	410.112	393.3584	321.288	217.996	121.9824	54.4384	25.4496
56.9	34.70845	90.5519	167.052425	274.38865	363.54695	410.0305	393.21135	320.9195	217.4335	121.3861	53.8841	25.04065
57	34.255	89.95	166.4675	273.935	363.305	409.95	393.065	320.55	216.87	120.79	53.33	24.635
57.1	33.80445	89.3479	165.882425	273.48065	363.06295	409.8705	392.91935	320.1795	216.3055	120.1941	52.7761	24.23265
57.2	33.3568	88.7456	165.2972	273.0256	362.8208	409.792	392.7744	319.808	215.74	119.5984	52.2224	23.8336
57.3	32.91205	88.1431	164.711825	272.56985	362.57855	409.7145	392.63015	319.4355	215.1735	119.0029	51.6689	23.43785
57.4	32.4702	87.5404	164.1263	272.1134	362.3362	409.638	392.4866	319.062	214.606	118.4076	51.1156	23.0454
57.5	32.03125	86.9375	163.540625	271.65625	362.09375	409.5625	392.34375	318.6875	214.0375	117.8125	50.5625	22.65625
57.6	31.5952	86.3344	162.9548	271.1984	361.8512	409.488	392.2016	318.312	213.468	117.2176	50.0096	22.2704
57.7	31.16205	85.7311	162.368825	270.73985	361.60855	409.4145	392.06015	317.9355	212.8975	116.6229	49.4569	21.88785
57.8	30.7318	85.1276	161.7827	270.2806	361.3658	409.342	391.9194	317.558	212.326	116.0284	48.9044	21.5086
57.9	30.30445	84.5239	161.196425	269.82065	361.12295	409.2705	391.77935	317.1795	211.7535	115.4341	48.3521	21.13265
58	29.88	83.92	160.61	269.36	360.88	409.2	391.64	316.8	211.18	114.84	47.8	20.76
58.1	29.45845	83.3159	160.023425	268.89865	360.63695	409.1305	391.50135	316.4195	210.6055	114.2461	47.2481	20.39065
58.2	29.0398	82.7116	159.4367	268.4366	360.3938	409.062	391.3634	316.038	210.03	113.6524	46.6964	20.0246
58.3	28.62405	82.1071	158.849825	267.97385	360.15055	408.9945	391.22615	315.6555	209.4535	113.0589	46.1449	19.66185
58.4	28.2112	81.5024	158.2628	267.5104	359.9072	408.928	391.0896	315.272	208.876	112.4656	45.5936	19.3024
58.5	27.80125	80.8975	157.675625	267.04625	359.66375	408.8625	390.95375	314.8875	208.2975	111.8725	45.0425	18.94625
58.6	27.3942	80.2924	157.0883	266.5814	359.4202	408.798	390.8186	314.502	207.718	111.2796	44.4916	18.5934
58.7	26.99005	79.6871	156.500825	266.11585	359.17655	408.7345	390.68415	314.1155	207.1375	110.6869	43.9409	18.24385
58.8	26.5888	79.0816	155.9132	265.6496	358.9328	408.672	390.5504	313.728	206.556	110.0944	43.3904	17.8976
58.9	26.19045	78.4759	155.325425	265.18265	358.68895	408.6105	390.41735	313.3395	205.9735	109.5021	42.8401	17.55465
59	25.795	77.87	154.7375	264.715	358.445	408.55	390.285	312.95	205.39	108.91	42.29	17.215
59.1	25.40245	77.2639	154.149425	264.24665	358.20095	408.4905	390.15335	312.5595	204.8055	108.3181	41.7401	16.87865
59.2	25.0128	76.6576	153.5612	263.7776	357.9568	408.432	390.0224	312.168	204.22	107.7264	41.1904	16.5456
59.3	24.62605	76.0511	152.972825	263.30785	357.71255	408.3745	389.89215	311.7755	203.6335	107.1349	40.6409	16.21585
59.4	24.2422	75.4444	152.3843	262.8374	357.4682	408.318	389.7626	311.382	203.046	106.5436	40.0916	15.8894
59.5	23.86125	74.8375	151.795625	262.36625	357.22375	408.2625	389.63375	310.9875	202.4575	105.9525	39.5425	15.56625
59.6	23.4832	74.2304	151.2068	261.8944	356.9792	408.208	389.5056	310.592	201.868	105.3616	38.9936	15.2464
59.7	23.10805	73.6231	150.617825	261.42185	356.73455	408.1545	389.37815	310.1955	201.2775	104.7709	38.4449	14.92985
59.8	22.7358	73.0156	150.0287	260.9486	356.4898	408.102	389.2514	309.798	200.686	104.1804	37.8964	14.6166
59.9	22.36645	72.4079	149.439425	260.47465	356.24495	408.0505	389.12535	309.3995	200.0935	103.5901	37.3481	14.30665
60	22	72	148.85	260	356	408	389	309	201	103	37	14
60.1	21.63645	71.3216	148.260425	259.52465	355.75495	407.9505	388.87535	308.50595	200.4199	102.4101	36.48665	13.69665
60.2	21.2758	70.6464	147.6707	259.0486	355.5098	407.902	388.7514	308.0138	199.8396	101.8204	35.9766	13.3966
60.3	20.91805	69.9744	147.080825	258.57185	355.26455	407.8545	388.62815	307.52355	199.2591	101.2309	35.46985	13.09985
60.4	20.5632	69.3056	146.4908	258.0944	355.0192	407.808	388.5056	307.0352	198.6784	100.6416	34.9664	12.8064
60.5	20.21125	68.64	145.900625	257.61625	354.77375	407.7625	388.38375	306.54875	198.0975	100.0525	34.46625	12.51625
60.6	19.8622	67.9776	145.3103	257.1374	354.5282	407.718	388.2626	306.0642	197.5164	99.4636	33.9694	12.2294
60.7	19.51605	67.3184	144.719825	256.65785	354.28255	407.6745	388.14215	305.58155	196.9351	98.8749	33.47585	11.94585
60.8	19.1728	66.6624	144.1292	256.1776	354.0368	407.632	388.0224	305.1008	196.3536	98.2864	32.9856	11.6656
60.9	18.83245	66.0096	143.538425	255.69665	353.79095	407.5905	387.90335	304.62195	195.7719	97.6981	32.49865	11.38865
61	18.495	65.36	142.9475	255.215	353.545	407.55	387.785	304.145	195.19	97.11	32.015	11.115
61.1	18.16045	64.7136	142.356425	254.73265	353.29895	407.5105	387.66735	303.66995	194.6079	96.5221	31.53465	10.84465
61.2	17.8288	64.0704	141.7652	254.2496	353.0528	407.472	387.5504	303.1968	194.0256	95.9344	31.0576	10.5776
61.3	17.50005	63.4304	141.173825	253.76585	352.80655	407.4345	387.43415	302.72555	193.4431	95.3469	30.58385	10.31385
61.4	17.1742	62.7936	140.5823	253.2814	352.5602	407.398	387.3186	302.2562	192.8604	94.7596	30.1134	10.0534
61.5	16.85125	62.16	139.990625	252.79625	352.31375	407.3625	387.20375	301.78875	192.2775	94.1725	29.64625	9.79625
61.6	16.5312	61.5296	139.3988	252.3104	352.0672	407.328	387.0896	301.3232	191.6944	93.5856	29.1824	9.5424
61.7	16.21405	60.9024	138.806825	251.82385	351.82055	407.2945	386.97615	300.85955	191.1111	92.9989	28.72185	9.29185
61.8	15.8998	60.2784	138.2147	251.3366	351.5738	407.262	386.8634	300.3978	190.5276	92.4124	28.2646	9.0446
61.9	15.58845	59.6576	137.622425	250.84865	351.32695	407.2305	386.75135	299.93795	189.9439	91.8261	27.81065	8.80065
62	15.28	59.04	137.03	250.36	351.08	407.2	386.64	299.48	189.36	91.24	27.36	8.56
62.1	14.97445	58.4256	136.437425	249.87065	350.83295	407.1705	386.52935	299.02395	188.7759	90.6541	26.91265	8.32265
62.2	14.6718	57.8144	135.8447	249.3806	350.5858	407.142	386.4194	298.5698	188.1916	90.0684	26.4686	8.0886
62.3	14.37205	57.2064	135.251825	248.88985	350.33855	407.1145	386.31015	298.11755	187.6071	89.4829	26.02785	7.85785
62.4	14.0752	56.6016	134.6588	248.3984	350.0912	407.088	386.2016	297.6672	187.0224	88.8976	25.5904	7.6304
62.5	13.78125	56	134.065625	247.90625	349.84375	407.0625	386.09375	297.21875	186.4375	88.3125	25.15625	7.40625
62.6	13.4902	55.4016	133.4723	247.4134	349.5962	407.038	385.9866	296.7722	185.8524	87.7276	24.7254	7.1854
62.7	13.20205	54.8064	132.878825	246.91985	349.34855	407.0145	385.88015	296.32755	185.2671	87.1429	24.29785	6.96785
62.8	12.9168	54.2144	132.2852	246.4256	349.1008	406.992	385.7744	295.8848	184.6816	86.5584	23.8736	6.7536
62.9	12.63445	53.6256	131.691425	245.93065	348.85295	406.9705	385.66935	295.44395	184.0959	85.9741	23.45265	6.54265
63	12.355	53.04	131.0975	245.435	348.605	406.95	385.565	295.005	183.51	85.39	23.035	6.335
63.1	12.07845	52.4576	130.503425	244.93865	348.35695	406.9305	385.46135	294.56795	182.9239	84.8061	22.62065	6.13065
63.2	11.8048	51.8784	129.9092	244.4416	348.1088	406.912	385.3584	294.1328	182.3376	84.2224	22.2096	5.9296
63.3	11.53405	51.3024	129.314825	243.94385	347.86055	406.8945	385.25615	293.69955	181.7511	83.6389	21.80185	5.73185
63.4	11.2662	50.7296	128.7203	243.4454	347.6122	406.878	385.1546	293.2682	181.1644	83.0556	21.3974	5.5374
63.5	11.00125	50.16	128.125625	242.94625	347.36375	406.8625	385.05375	292.83875	180.5775	82.4725	20.99625	5.34625
63.6	10.7392	49.5936	127.5308	242.4464	347.1152	406.848	384.9536	292.4112	179.9904	81.8896	20.5984	5.1584
63.7	10.48005	49.0304	126.935825	241.94585	346.86655	406.8345	384.85415	291.98555	179.4031	81.3069	20.20385	4.97385
63.8	10.2238	48.4704	126.3407	241.4446	346.6178	406.822	384.7554	291.5618	178.8156	80.7244	19.8126	4.7926
63.9	9.97045	47.9136	125.745425	240.94265	346.36895	406.8105	384.65735	291.13995	178.2279	80.1421	19.42465	4.61465
64	9.72	47.36	125.15	240.44	346.12	406.8	384.56	290.72	177.64	79.56	19.04	4.44
64.1	9.47245	46.8096	124.554425	239.93665	345.87095	406.7905	384.46335	290.30195	177.0519	78.9781	18.65865	4.26865
64.2	9.2278	46.2624	123.9587	239.4326	345.6218	406.782	384.3674	289.8858	176.4636	78.3964	18.2806	4.1006
64.3	8.98605	45.7184	123.362825	238.92785	345.37255	406.7745	384.27215	289.47155	175.8751	77.8149	17.90585	3.93585
64.4	8.7472	45.1776	122.7668	238.4224	345.1232	406.768	384.1776	289.0592	175.2864	77.2336	17.5344	3.7744
64.5	8.51125	44.64	122.170625	237.91625	344.87375	406.7625	384.08375	288.64875	174.6975	76.6525	17.16625	3.61625
64.6	8.2782	44.1056	121.5743	237.4094	344.6242	406.758	383.9906	288.2402	174.1084	76.0716	16.8014	3.4614
64.7	8.04805	43.5744	120.977825	236.90185	344.37455	406.7545	383.89815	287.83355	173.5191	75.4909	16.43985	3.30985
64.8	7.8208	43.0464	120.3812	236.3936	344.1248	406.752	383.8064	287.4288	172.9296	74.9104	16.0816	3.1616
64.9	7.59645	42.5216	119.784425	235.88465	343.87495	406.7505	383.71535	287.02595	172.3399	74.3301	15.72665	3.01665
65	7.375	42	119.1875	235.375	343.625	406.75	383.625	286.625	171.75	73.75	15.375	2.875
65.1	7.15645	41.4816	118.590425	234.86465	343.37495	406.7505	383.53535	286.22595	171.1599	73.1701	15.02665	2.73665
65.2	6.9408	40.9664	117.9932	234.3536	343.1248	406.752	383.4464	285.8288	170.5696	72.5904	14.6816	2.6016
65.3	6.72805	40.4544	117.395825	233.84185	342.87455	406.7545	383.35815	285.43355	169.9791	72.0109	14.33985	2.46985
65.4	6.5182	39.9456	116.7983	233.3294	342.6242	406.758	383.2706	285.0402	169.3884	71.4316	14.0014	2.3414
65.5	6.31125	39.44	116.200625	232.81625	342.37375	406.7625	383.18375	284.64875	168.7975	70.8525	13.66625	2.21625
65.6	6.1072	38.9376	115.6028	232.3024	342.1232	406.768	383.0976	284.2592	168.2064	70.2736	13.3344	2.0944
65.7	5.90605	38.4384	115.004825	231.78785	341.87255	406.7745	383.01215	283.87155	167.6151	69.6949	13.00585	1.97585
65.8	5.7078	37.9424	114.4067	231.2726	341.6218	406.782	382.9274	283.4858	167.0236	69.1164	12.6806	1.8606
65.9	5.51245	37.4496	113.808425	230.75665	341.37095	406.7905	382.84335	283.10195	166.4319	68.5381	12.35865	1.74865
66	5.32	36.96	113.21	230.24	341.12	406.8	382.76	282.72	165.84	67.96	12.04	1.64
66.1	5.13045	36.4736	112.611425	229.72265	340.86895	406.8105	382.67735	282.33995	165.2479	67.3821	11.72465	1.53465
66.2	4.9438	35.9904	112.0127	229.2046	340.6178	406.822	382.5954	281.9618	164.6556	66.8044	11.4126	1.4326
66.3	4.76005	35.5104	111.413825	228.68585	340.36655	406.8345	382.51415	281.58555	164.0631	66.2269	11.10385	1.33385
66.4	4.5792	35.0336	110.8148	228.1664	340.1152	406.848	382.4336	281.2112	163.4704	65.6496	10.7984	1.2384
66.5	4.40125	34.56	110.215625	227.64625	339.86375	406.8625	382.35375	280.83875	162.8775	65.0725	10.49625	1.14625
66.6	4.2262	34.0896	109.6163	227.1254	339.6122	406.878	382.2746	280.4682	162.2844	64.4956	10.1974	1.0574
66.7	4.05405	33.6224	109.016825	226.60385	339.36055	406.8945	382.19615	280.09955	161.6911	63.9189	9.90185	0.97185
66.8	3.8848	33.1584	108.4172	226.0816	339.1088	406.912	382.1184	279.7328	161.0976	63.3424	9.6096	0.8896
66.9	3.71845	32.6976	107.817425	225.55865	338.85695	406.9305	382.04135	279.36795	160.5039	62.7661	9.32065	0.81065
67	3.555	32.24	107.2175	225.035	338.605	406.95	381.965	279.005	159.91	62.19	9.035	0.735
67.1	3.39445	31.7856	106.617425	224.51065	338.35295	406.9705	381.88935	278.64395	159.3159	61.6141	8.75265	0.66265
67.2	3.2368	31.3344	106.0172	223.9856	338.1008	406.992	381.8144	278.2848	158.7216	61.0384	8.4736	0.5936
67.3	3.08205	30.8864	105.416825	223.45985	337.84855	407.0145	381.74015	277.92755	158.1271	60.4629	8.19785	0.52785
67.4	2.9302	30.4416	104.8163	222.9334	337.5962	407.038	381.6666	277.5722	157.5324	59.8876	7.9254	0.4654
67.5	2.78125	30	104.215625	222.40625	337.34375	407.0625	381.59375	277.21875	156.9375	59.3125	7.65625	0.40625
67.6	2.6352	29.5616	103.6148	221.8784	337.0912	407.088	381.5216	276.8672	156.3424	58.7376	7.3904	0.3504
67.7	2.49205	29.1264	103.013825	221.34985	336.83855	407.1145	381.45015	276.51755	155.7471	58.1629	7.12785	0.29785
67.8	2.3518	28.6944	102.4127	220.8206	336.5858	407.142	381.3794	276.1698	155.1516	57.5884	6.8686	0.2486
67.9	2.21445	28.2656	101.811425	220.29065	336.33295	407.1705	381.30935	275.82395	154.5559	57.0141	6.61265	0.20265
68	2.08	27.84	101.21	219.76	336.08	407.2	381.24	275.48	153.96	56.44	6.36	0.16
68.1	1.94845	27.4176	100.608425	219.22865	335.82695	407.2305	381.17135	275.13795	153.3639	55.8661	6.11065	0.12065
68.2	1.8198	26.9984	100.0067	218.6966	335.5738	407.262	381.1034	274.7978	152.7676	55.2924	5.8646	0.0846
68.3	1.69405	26.5824	99.404825	218.16385	335.32055	407.2945	381.03615	274.45955	152.1711	54.7189	5.62185	0.05185
68.4	1.5712	26.1696	98.8028	217.6304	335.0672	407.328	380.9696	274.1232	151.5744	54.1456	5.3824	0.0224
68.5	1.45125	25.76	98.200625	217.09625	334.81375	407.3625	380.90375	273.78875	150.9775	53.5725	5.14625	0
68.6	1.3342	25.3536	97.5983	216.5614	334.5602	407.398	380.8386	273.4562	150.3804	52.9996	4.9134	0
68.7	1.22005	24.9504	96.995825	216.02585	334.30655	407.4345	380.77415	273.12555	149.7831	52.4269	4.68385	0
68.8	1.1088	24.5504	96.3932	215.4896	334.0528	407.472	380.7104	272.7968	149.1856	51.8544	4.4576	0
68.9	1.00045	24.1536	95.790425	214.95265	333.79895	407.5105	380.64735	272.46995	148.5879	51.2821	4.23465	0
69	0.895	23.76	95.1875	214.415	333.545	407.55	380.585	272.145	147.99	50.71	4.015	0
69.1	0.79245	23.3696	94.584425	213.87665	333.29095	407.5905	380.52335	271.82195	147.3919	50.1381	3.79865	0
69.2	0.6928	22.9824	93.9812	213.3376	333.0368	407.632	380.4624	271.5008	146.7936	49.5664	3.5856	0
69.3	0.59605	22.5984	93.377825	212.79785	332.78255	407.6745	380.40215	271.18155	146.1951	48.9949	3.37585	0
69.4	0.5022	22.2176	92.7743	212.2574	332.5282	407.718	380.3426	270.8642	145.5964	48.4236	3.1694	0
69.5	0.41125	21.84	92.170625	211.71625	332.27375	407.7625	380.28375	270.54875	144.9975	47.8525	2.96625	0
69.6	0.3232	21.4656	91.5668	211.1744	332.0192	407.808	380.2256	270.2352	144.3984	47.2816	2.7664	0
69.7	0.23805	21.0944	90.962825	210.63185	331.76455	407.8545	380.16815	269.92355	143.7991	46.7109	2.56985	0
69.8	0.1558	20.7264	90.3587	210.0886	331.5098	407.902	380.1114	269.6138	143.1996	46.1404	2.3766	0
69.9	0.07645	20.3616	89.754425	209.54465	331.25495	407.9505	380.05535	269.30595	142.5999	45.5701	2.18665	0
70	0	20	89.15	209	331	408	380	269	142	45	2	0
70.1	0	19.6416	88.545425	208.33695	331.0201	408.2194	380.17455	268.69595	141.3999	44.38695	1.81665	0
70.2	0	19.2864	87.9407	207.6778	331.0404	408.4376	380.3482	268.3938	140.7996	43.7778	1.6366	0
70.3	0	18.9344	87.335825	207.02255	331.0609	408.6546	380.52095	268.09355	140.1991	43.17255	1.45985	0
70.4	0	18.5856	86.7308	206.3712	331.0816	408.8704	380.6928	267.7952	139.5984	42.5712	1.2864	0
70.5	0	18.24	86.125625	205.72375	331.1025	409.085	380.86375	267.49875	138.9975	41.97375	1.11625	0
70.6	0	17.8976	85.5203	205.0802	331.1236	409.2984	381.0338	267.2042	138.3964	41.3802	0.9494	0
70.7	0	17.5584	84.914825	204.44055	331.1449	409.5106	381.20295	266.91155	137.7951	40.79055	0.78585	0
70.8	0	17.2224	84.3092	203.8048	331.1664	409.7216	381.3712	266.6208	137.1936	40.2048	0.6256	0
70.9	0	16.8896	83.703425	203.17295	331.1881	409.9314	381.53855	266.33195	136.5919	39.62295	0.46865	0
71	0	16.56	83.0975	202.545	331.21	410.14	381.705	266.045	135.99	39.045	0.315	0
71.1	0	16.2336	82.491425	201.92095	331.2321	410.3474	381.87055	265.75995	135.3879	38.47095	0.16465	0
71.2	0	15.9104	81.8852	201.3008	331.2544	410.5536	382.0352	265.4768	134.7856	37.9008	0.0176	0
71.3	0	15.5904	81.278825	200.68455	331.2769	410.7586	382.19895	265.19555	134.1831	37.33455	0	0
71.4	0	15.2736	80.6723	200.0722	331.2996	410.9624	382.3618	264.9162	133.5804	36.7722	0	0
71.5	0	14.96	80.065625	199.46375	331.3225	411.165	382.52375	264.63875	132.9775	36.21375	0	0
71.6	0	14.6496	79.4588	198.8592	331.3456	411.3664	382.6848	264.3632	132.3744	35.6592	0	0
71.7	0	14.3424	78.851825	198.25855	331.3689	411.5666	382.84495	264.08955	131.7711	35.10855	0	0
71.8	0	14.0384	78.2447	197.6618	331.3924	411.7656	383.0042	263.8178	131.1676	34.5618	0	0
71.9	0	13.7376	77.637425	197.06895	331.4161	411.9634	383.16255	263.54795	130.5639	34.01895	0	0
72	0	13.44	77.03	196.48	331.44	412.16	383.32	263.28	129.96	33.48	0	0
72.1	0	13.1456	76.422425	195.89495	331.4641	412.3554	383.47655	263.01395	129.3559	32.94495	0	0
72.2	0	12.8544	75.8147	195.3138	331.4884	412.5496	383.6322	262.7498	128.7516	32.4138	0	0
72.3	0	12.5664	75.206825	194.73655	331.5129	412.7426	383.78695	262.48755	128.1471	31.88655	0	0
72.4	0	12.2816	74.5988	194.1632	331.5376	412.9344	383.9408	262.2272	127.5424	31.3632	0	0
72.5	0	12	73.990625	193.59375	331.5625	413.125	384.09375	261.96875	126.9375	30.84375	0	0
72.6	0	11.7216	73.3823	193.0282	331.5876	413.3144	384.2458	261.7122	126.3324	30.3282	0	0
72.7	0	11.4464	72.773825	192.46655	331.6129	413.5026	384.39695	261.45755	125.7271	29.81655	0	0
72.8	0	11.1744	72.1652	191.9088	331.6384	413.6896	384.5472	261.2048	125.1216	29.3088	0	0
72.9	0	10.9056	71.556425	191.35495	331.6641	413.8754	384.69655	260.95395	124.5159	28.80495	0	0
73	0	10.64	70.9475	190.805	331.69	414.06	384.845	260.705	123.91	28.305	0	0
73.1	0	10.3776	70.338425	190.25895	331.7161	414.2434	384.99255	260.45795	123.3039	27.80895	0	0
73.2	0	10.1184	69.7292	189.7168	331.7424	414.4256	385.1392	260.2128	122.6976	27.3168	0	0
73.3	0	9.8624	69.119825	189.17855	331.7689	414.6066	385.28495	259.96955	122.0911	26.82855	0	0
73.4	0	9.6096	68.5103	188.6442	331.7956	414.7864	385.4298	259.7282	121.4844	26.3442	0	0
73.5	0	9.36	67.900625	188.11375	331.8225	414.965	385.57375	259.48875	120.8775	25.86375	0	0
73.6	0	9.1136	67.2908	187.5872	331.8496	415.1424	385.7168	259.2512	120.2704	25.3872	0	0
73.7	0	8.8704	66.680825	187.06455	331.8769	415.3186	385.85895	259.01555	119.6631	24.91455	0	0
73.8	0	8.6304	66.0707	186.5458	331.9044	415.4936	386.0002	258.7818	119.0556	24.4458	0	0
73.9	0	8.3936	65.460425	186.03095	331.9321	415.6674	386.14055	258.54995	118.4479	23.98095	0	0
74	0	8.16	64.85	185.52	331.96	415.84	386.28	258.32	117.84	23.52	0	0
74.1	0	7.9296	64.239425	185.01295	331.9881	416.0114	386.41855	258.09195	117.2319	23.06295	0	0
74.2	0	7.7024	63.6287	184.5098	332.0164	416.1816	386.5562	257.8658	116.6236	22.6098	0	0
74.3	0	7.4784	63.017825	184.01055	332.0449	416.3506	386.69295	257.64155	116.0151	22.16055	0	0
74.4	0	7.2576	62.4068	183.5152	332.0736	416.5184	386.8288	257.4192	115.4064	21.7152	0	0
74.5	0	7.04	61.795625	183.02375	332.1025	416.685	386.96375	257.19875	114.7975	21.27375	0	0
74.6	0	6.8256	61.1843	182.5362	332.1316	416.8504	387.0978	256.9802	114.1884	20.8362	0	0
74.7	0	6.6144	60.572825	182.05255	332.1609	417.0146	387.23095	256.76355	113.5791	20.40255	0	0
74.8	0	6.4064	59.9612	181.5728	332.1904	417.1776	387.3632	256.5488	112.9696	19.9728	0	0
74.9	0	6.2016	59.349425	181.09695	332.2201	417.3394	387.49455	256.33595	112.3599	19.54695	0	0
75	0	6	58.7375	180.625	332.25	417.5	387.625	256.125	111.75	19.125	0	0
75.1	0	5.8016	58.125425	180.15695	332.2801	417.6594	387.75455	255.91595	111.1399	18.70695	0	0
75.2	0	5.6064	57.5132	179.6928	332.3104	417.8176	387.8832	255.7088	110.5296	18.2928	0	0
75.3	0	5.4144	56.900825	179.23255	332.3409	417.9746	388.01095	255.50355	109.9191	17.88255	0	0
75.4	0	5.2256	56.2883	178.7762	332.3716	418.1304	388.1378	255.3002	109.3084	17.4762	0	0
75.5	0	5.04	55.675625	178.32375	332.4025	418.285	388.26375	255.09875	108.6975	17.07375	0	0
75.6	0	4.8576	55.0628	177.8752	332.4336	418.4384	388.3888	254.8992	108.0864	16.6752	0	0
75.7	0	4.6784	54.449825	177.43055	332.4649	418.5906	388.51295	254.70155	107.4751	16.28055	0	0
75.8	0	4.5024	53.8367	176.9898	332.4964	418.7416	388.6362	254.5058	106.8636	15.8898	0	0
75.9	0	4.3296	53.223425	176.55295	332.5281	418.8914	388.75855	254.31195	106.2519	15.50295	0	0
76	0	4.16	52.61	176.12	332.56	419.04	388.88	254.12	105.64	15.12	0	0
76.1	0	3.9936	51.996425	175.69095	332.5921	419.1874	389.00055	253.92995	105.0279	14.74095	0	0
76.2	0	3.8304	51.3827	175.2658	332.6244	419.3336	389.1202	253.7418	104.4156	14.3658	0	0
76.3	0	3.6704	50.768825	174.84455	332.6569	419.4786	389.23895	253.55555	103.8031	13.99455	0	0
76.4	0	3.5136	50.1548	174.4272	332.6896	419.6224	389.3568	253.3712	103.1904	13.6272	0	0
76.5	0	3.36	49.540625	174.01375	332.7225	419.765	389.47375	253.18875	102.5775	13.26375	0	0
76.6	0	3.2096	48.9263	173.6042	332.7556	419.9064	389.5898	253.0082	101.9644	12.9042	0	0
76.7	0	3.0624	48.311825	173.19855	332.7889	420.0466	389.70495	252.82955	101.3511	12.54855	0	0
76.8	0	2.9184	47.6972	172.7968	332.8224	420.1856	389.8192	252.6528	100.7376	12.1968	0	0
76.9	0	2.7776	47.082425	172.39895	332.8561	420.3234	389.93255	252.47795	100.1239	11.84895	0	0
77	0	2.64	46.4675	172.005	332.89	420.46	390.045	252.305	99.51	11.505	0	0
77.1	0	2.5056	45.852425	171.61495	332.9241	420.5954	390.15655	252.13395	98.8959	11.16495	0	0
77.2	0	2.3744	45.2372	171.2288	332.9584	420.7296	390.2672	251.9648	98.2816	10.8288	0	0
77.3	0	2.2464	44.621825	170.84655	332.9929	420.8626	390.37695	251.79755	97.6671	10.49655	0	0
77.4	0	2.1216	44.0063	170.4682	333.0276	420.9944	390.4858	251.6322	97.0524	10.1682	0	0
77.5	0	2	43.390625	170.09375	333.0625	421.125	390.59375	251.46875	96.4375	9.84375	0	0
77.6	0	1.8816	42.7748	169.7232	333.0976	421.2544	390.7008	251.3072	95.8224	9.5232	0	0
77.7	0	1.7664	42.158825	169.35655	333.1329	421.3826	390.80695	251.14755	95.2071	9.20655	0	0
77.8	0	1.6544	41.5427	168.9938	333.1684	421.5096	390.9122	250.9898	94.5916	8.8938	0	0
77.9	0	1.5456	40.926425	168.63495	333.2041	421.6354	391.01655	250.83395	93.9759	8.58495	0	0
78	0	1.44	40.31	168.28	333.24	421.76	391.12	250.68	93.36	8.28	0	0
78.1	0	1.3376	39.693425	167.92895	333.2761	421.8834	391.22255	250.52795	92.7439	7.97895	0	0
78.2	0	1.2384	39.0767	167.5818	333.3124	422.0056	391.3242	250.3778	92.1276	7.6818	0	0
78.3	0	1.1424	38.459825	167.23855	333.3489	422.1266	391.42495	250.22955	91.5111	7.38855	0	0
78.4	0	1.0496	37.8428	166.8992	333.3856	422.2464	391.5248	250.0832	90.8944	7.0992	0	0
78.5	0	0.96	37.225625	166.56375	333.4225	422.365	391.62375	249.93875	90.2775	6.81375	0	0
78.6	0	0.8736	36.6083	166.2322	333.4596	422.4824	391.7218	249.7962	89.6604	6.5322	0	0
78.7	0	0.7904	35.990825	165.90455	333.4969	422.5986	391.81895	249.65555	89.0431	6.25455	0	0
