id	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
43.8	263.76	235.58	191.64	142.08	97.18	75.8	84.18	122.94	167.36	216.92	252.24	269.9
43.9	263.78	235.49	191.42	141.74	96.79	75.4	83.79	122.57	167.08	216.76	252.22	269.95
44	263.8	235.4	191.2	141.4	96.4	75	83.4	122.2	166.8	216.6	252.2	270
44.1	263.82	235.31	190.98	141.06	96.01	74.6	83.01	121.83	166.52	216.44	252.18	270.05
44.2	263.84	235.22	190.76	140.72	95.62	74.2	82.62	121.46	166.24	216.28	252.16	270.1
44.3	263.86	235.13	190.54	140.38	95.23	73.8	82.23	121.09	165.96	216.12	252.14	270.15
44.4	263.88	235.04	190.32	140.04	94.84	73.4	81.84	120.72	165.68	215.96	252.12	270.2
44.5	263.9	234.95	190.1	139.7	94.45	73	81.45	120.35	165.4	215.8	252.1	270.25
44.6	263.92	234.86	189.88	139.36	94.06	72.6	81.06	119.98	165.12	215.64	252.08	270.3
44.7	263.94	234.77	189.66	139.02	93.67	72.2	80.67	119.61	164.84	215.48	252.06	270.35
44.8	263.96	234.68	189.44	138.68	93.28	71.8	80.28	119.24	164.56	215.32	252.04	270.4
44.9	263.98	234.59	189.22	138.34	92.89	71.4	79.89	118.87	164.28	215.16	252.02	270.45
45	264	234.5	189	138	92.5	71	79.5	118.5	164	215	252	270.5
45.1	264.02	234.41	188.78	137.66	92.11	70.6	79.11	118.13	163.72	214.84	251.98	270.55
45.2	264.04	234.32	188.56	137.32	91.72	70.2	78.72	117.76	163.44	214.68	251.96	270.6
45.3	264.06	234.23	188.34	136.98	91.33	69.8	78.33	117.39	163.16	214.52	251.94	270.65
45.4	264.08	234.14	188.12	136.64	90.94	69.4	77.94	117.02	162.88	214.36	251.92	270.7
45.5	264.1	234.05	187.9	136.3	90.55	69	77.55	116.65	162.6	214.2	251.9	270.75
45.6	264.12	233.96	187.68	135.96	90.16	68.6	77.16	116.28	162.32	214.04	251.88	270.8
45.7	264.14	233.87	187.46	135.62	89.77	68.2	76.77	115.91	162.04	213.88	251.86	270.85
45.8	264.16	233.78	187.24	135.28	89.38	67.8	76.38	115.54	161.76	213.72	251.84	270.9
45.9	264.18	233.69	187.02	134.94	88.99	67.4	75.99	115.17	161.48	213.56	251.82	270.95
46	264.2	233.6	186.8	134.6	88.6	67	75.6	114.8	161.2	213.4	251.8	271
46.1	264.22	233.51	186.58	134.26	88.21	66.6	75.21	114.43	160.92	213.24	251.78	271.05
46.2	264.24	233.42	186.36	133.92	87.82	66.2	74.82	114.06	160.64	213.08	251.76	271.1
46.3	264.26	233.33	186.14	133.58	87.43	65.8	74.43	113.69	160.36	212.92	251.74	271.15
46.4	264.28	233.24	185.92	133.24	87.04	65.4	74.04	113.32	160.08	212.76	251.72	271.2
46.5	264.3	233.15	185.7	132.9	86.65	65	73.65	112.95	159.8	212.6	251.7	271.25
46.6	264.32	233.06	185.48	132.56	86.26	64.6	73.26	112.58	159.52	212.44	251.68	271.3
46.7	264.34	232.97	185.26	132.22	85.87	64.2	72.87	112.21	159.24	212.28	251.66	271.35
46.8	264.36	232.88	185.04	131.88	85.48	63.8	72.48	111.84	158.96	212.12	251.64	271.4
46.9	264.38	232.79	184.82	131.54	85.09	63.4	72.09	111.47	158.68	211.96	251.62	271.45
47	264.4	232.7	184.6	131.2	84.7	63	71.7	111.1	158.4	211.8	251.6	271.5
47.1	264.42	232.61	184.38	130.86	84.31	62.6	71.31	110.73	158.12	211.64	251.58	271.55
47.2	264.44	232.52	184.16	130.52	83.92	62.2	70.92	110.36	157.84	211.48	251.56	271.6
47.3	264.46	232.43	183.94	130.18	83.53	61.8	70.53	109.99	157.56	211.32	251.54	271.65
47.4	264.48	232.34	183.72	129.84	83.14	61.4	70.14	109.62	157.28	211.16	251.52	271.7
47.5	264.5	232.25	183.5	129.5	82.75	61	69.75	109.25	157	211	251.5	271.75
47.6	264.52	232.16	183.28	129.16	82.36	60.6	69.36	108.88	156.72	210.84	251.48	271.8
47.7	264.54	232.07	183.06	128.82	81.97	60.2	68.97	108.51	156.44	210.68	251.46	271.85
47.8	264.56	231.98	182.84	128.48	81.58	59.8	68.58	108.14	156.16	210.52	251.44	271.9
47.9	264.58	231.89	182.62	128.14	81.19	59.4	68.19	107.77	155.88	210.36	251.42	271.95
48	264.6	231.8	182.4	127.8	80.8	59	67.8	107.4	155.6	210.2	251.4	272
48.1	264.62	231.71	182.18	127.46	80.41	58.6	67.41	107.03	155.32	210.04	251.38	272.05
48.2	264.64	231.62	181.96	127.12	80.02	58.2	67.02	106.66	155.04	209.88	251.36	272.1
48.3	264.66	231.53	181.74	126.78	79.63	57.8	66.63	106.29	154.76	209.72	251.34	272.15
48.4	264.68	231.44	181.52	126.44	79.24	57.4	66.24	105.92	154.48	209.56	251.32	272.2
48.5	264.7	231.35	181.3	126.1	78.85	57	65.85	105.55	154.2	209.4	251.3	272.25
48.6	264.72	231.26	181.08	125.76	78.46	56.6	65.46	105.18	153.92	209.24	251.28	272.3
48.7	264.74	231.17	180.86	125.42	78.07	56.2	65.07	104.81	153.64	209.08	251.26	272.35
48.8	264.76	231.08	180.64	125.08	77.68	55.8	64.68	104.44	153.36	208.92	251.24	272.4
48.9	264.78	230.99	180.42	124.74	77.29	55.4	64.29	104.07	153.08	208.76	251.22	272.45
49	264.8	230.9	180.2	124.4	76.9	55	63.9	103.7	152.8	208.6	251.2	272.5
49.1	264.82	230.81	179.98	124.06	76.51	54.6	63.51	103.33	152.52	208.44	251.18	272.55
49.2	264.84	230.72	179.76	123.72	76.12	54.2	63.12	102.96	152.24	208.28	251.16	272.6
49.3	264.86	230.63	179.54	123.38	75.73	53.8	62.73	102.59	151.96	208.12	251.14	272.65
49.4	264.88	230.54	179.32	123.04	75.34	53.4	62.34	102.22	151.68	207.96	251.12	272.7
49.5	264.9	230.45	179.1	122.7	74.95	53	61.95	101.85	151.4	207.8	251.1	272.75
49.6	264.92	230.36	178.88	122.36	74.56	52.6	61.56	101.48	151.12	207.64	251.08	272.8
49.7	264.94	230.27	178.66	122.02	74.17	52.2	61.17	101.11	150.84	207.48	251.06	272.85
49.8	264.96	230.18	178.44	121.68	73.78	51.8	60.78	100.74	150.56	207.32	251.04	272.9
49.9	264.98	230.09	178.22	121.34	73.39	51.4	60.39	100.37	150.28	207.16	251.02	272.95
50	265	230	178	121	73	51	60	100	150	207	251	273
50.1	265	229.86	177.7	120.61	72.58	50.6	59.59	99.6	149.64	206.8	250.94	273.03
50.2	265	229.72	177.4	120.22	72.16	50.2	59.18	99.2	149.28	206.6	250.88	273.06
